0.00437636	0.00874848	0.0131121	-0.0174631	-0.0217972	-0.0261102	-0.0303979	-0.00437636	-0.00874848	0.0131121	0.140566	-0.140294	0.140702	-0.140702	-0.140566	-0.0346562	0.140294	0.139886	-0.0174631	0.139886	-0.138665	0.137853	-0.138665	-0.137853	0.136908	-0.136908	0.0217972	-0.13583	0.0430682	0.0472137	0.13583	-0.0513136	-0.0261102	0.13462	0.0553638	-0.0303979	-0.13462	-0.133281	0.0346562	0.131812	-0.0593604	0.133281	-0.0632996	-0.131812	0.130216	-0.0472137	0.0430682	0.0513136	0.130216	0.0671776	-0.124679	-0.0553638	0.120382	0.12259	-0.118057	0.0593604	-0.126648	0.124679	0.118057	0.115618	-0.113068	-0.120382	0.115618	0.0632996	-0.110408	0.098727	-0.0955607	-0.113068	0.101798	0.0671776	-0.092302	-0.110408	-0.0955607	-0.098727	-0.092302	0.10477	-0.12259	0.101798	0.0889539	0.0709906	0.0709906	0.0889539	-0.0855198	0.0855198	0.10477	-0.082003	0.0747349	-0.082003	-0.126648	-0.038881	0.0747349	0.0784069	0.0784069	0.038881	0.107641	-0.107641	0.128494	-0.128494	0.139343	0.139343	
-0.00874848	-0.0174631	-0.0261102	0.0346562	0.0430682	0.0513136	0.0593604	-0.00874848	-0.0174631	0.0261102	0.0131121	-0.0217972	0.00437636	0.00437636	0.0131121	0.0671776	-0.0217972	0.0303979	-0.0346562	-0.0303979	-0.0472137	-0.0553638	0.0472137	-0.0553638	0.0632996	0.0632996	0.0430682	-0.0709906	-0.082003	-0.0889539	-0.0709906	0.0955607	-0.0513136	0.0784069	-0.101798	-0.0593604	0.0784069	-0.0855198	0.0671776	0.092302	0.107641	-0.0855198	0.113068	0.092302	0.098727	-0.0889539	0.082003	0.0955607	-0.098727	-0.118057	-0.115618	-0.101798	0.124679	0.120382	-0.128494	0.107641	0.110408	-0.115618	-0.128494	-0.131812	0.13462	0.124679	0.131812	0.113068	0.136908	-0.140702	0.140294	-0.13462	-0.140566	0.118057	0.139343	-0.136908	-0.140294	-0.140702	-0.139343	-0.139886	0.120382	0.140566	0.137853	0.12259	-0.12259	-0.137853	-0.13583	-0.13583	0.139886	0.133281	-0.126648	-0.133281	-0.110408	0.0747349	0.126648	-0.130216	0.130216	0.0747349	-0.138665	-0.138665	-0.10477	-0.10477	-0.038881	0.038881	
0.0131121	0.0261102	0.038881	-0.0513136	-0.0632996	-0.0747349	-0.0855198	-0.0131121	-0.0261102	0.038881	-0.139343	0.136908	-0.140566	0.140566	0.139343	-0.0955607	-0.136908	-0.133281	-0.0513136	-0.133281	0.12259	-0.115618	0.12259	0.115618	-0.107641	0.107641	0.0632996	0.098727	0.113068	0.120382	-0.098727	-0.126648	-0.0747349	-0.0889539	0.131812	-0.0855198	0.0889539	0.0784069	0.0955607	-0.0671776	-0.13583	-0.0784069	-0.138665	0.0671776	-0.0553638	-0.120382	0.113068	0.126648	-0.0553638	0.140294	0.0174631	-0.131812	0.00874848	-0.00437636	-0.0217972	0.13583	0.0303979	-0.0174631	0.0217972	0.0346562	-0.0472137	-0.00874848	0.0346562	0.138665	-0.0593604	0.101798	-0.110408	-0.0472137	0.092302	0.140294	-0.118057	-0.0593604	-0.110408	-0.101798	-0.118057	0.082003	0.00437636	0.092302	0.124679	0.140702	0.140702	0.124679	-0.130216	0.130216	0.082003	-0.13462	0.139886	-0.13462	0.0303979	-0.10477	0.139886	0.137853	0.137853	0.10477	0.0709906	-0.0709906	-0.0430682	0.0430682	-0.128494	-0.128494	
-0.0174631	-0.0346562	-0.0513136	0.0671776	0.082003	0.0955607	0.107641	-0.0174631	-0.0346562	0.0513136	-0.0261102	0.0430682	-0.00874848	-0.00874848	-0.0261102	0.118057	0.0430682	-0.0593604	-0.0671776	0.0593604	0.0889539	0.101798	-0.0889539	0.101798	-0.113068	-0.113068	0.082003	0.12259	-0.133281	-0.137853	0.12259	0.140294	-0.0955607	-0.130216	-0.140566	-0.107641	-0.130216	0.13583	0.118057	-0.139343	0.138665	0.13583	0.13462	-0.139343	-0.140702	-0.137853	0.133281	0.140294	0.140702	-0.128494	0.131812	-0.140566	-0.115618	-0.124679	0.10477	0.138665	-0.136908	0.131812	0.10477	0.092302	-0.0784069	-0.115618	-0.092302	0.13462	-0.0632996	-0.00437636	0.0217972	0.0784069	0.0131121	0.128494	0.038881	0.0632996	-0.0217972	-0.00437636	-0.038881	0.0303979	-0.124679	-0.0131121	0.0553638	0.120382	-0.120382	-0.0553638	-0.0709906	-0.0709906	-0.0303979	0.0855198	-0.110408	-0.0855198	0.136908	0.126648	0.110408	-0.098727	0.098727	0.126648	0.0472137	0.0472137	0.139886	0.139886	0.0747349	-0.0747349	
0.0217972	0.0430682	0.0632996	-0.082003	-0.098727	-0.113068	-0.124679	-0.0217972	-0.0430682	0.0632996	0.136908	-0.130216	0.140294	-0.140294	-0.136908	-0.133281	0.130216	0.120382	-0.082003	0.120382	-0.092302	0.0747349	-0.092302	-0.0747349	0.0553638	-0.0553638	0.098727	-0.0346562	0.140702	0.139343	0.0346562	-0.13462	-0.113068	0.0131121	0.126648	-0.124679	-0.0131121	0.00874848	0.133281	-0.0303979	-0.115618	-0.00874848	-0.101798	0.0303979	-0.0513136	-0.139343	0.140702	0.13462	-0.0513136	0.0855198	0.10477	-0.126648	-0.128494	-0.118057	0.13583	0.115618	0.0889539	-0.10477	-0.13583	-0.139886	0.140566	0.128494	-0.139886	0.101798	0.137853	-0.0955607	0.0784069	0.140566	-0.110408	0.0855198	0.0593604	0.137853	0.0784069	0.0955607	0.0593604	-0.12259	0.118057	-0.110408	-0.038881	0.0671776	0.0671776	-0.038881	0.0174631	-0.0174631	-0.12259	-0.00437636	0.0472137	-0.00437636	0.0889539	-0.138665	0.0472137	0.0261102	0.0261102	0.138665	-0.131812	0.131812	-0.0709906	0.0709906	0.107641	0.107641	
-0.0261102	-0.0513136	-0.0747349	0.0955607	0.113068	0.126648	0.13583	-0.0261102	-0.0513136	0.0747349	0.038881	-0.0632996	0.0131121	0.0131121	0.038881	0.140294	-0.0632996	0.0855198	-0.0955607	-0.0855198	-0.120382	-0.131812	0.120382	-0.131812	0.138665	0.138665	0.113068	-0.140702	-0.13462	-0.124679	-0.140702	0.110408	-0.126648	0.137853	-0.092302	-0.13583	0.137853	-0.130216	0.140294	0.118057	0.0709906	-0.130216	0.0472137	0.118057	0.101798	-0.124679	0.13462	0.110408	-0.101798	-0.0217972	-0.0346562	-0.092302	-0.0174631	0.00874848	0.0430682	0.0709906	0.0593604	-0.0346562	0.0430682	0.0671776	-0.0889539	-0.0174631	-0.0671776	0.0472137	-0.107641	0.140566	-0.136908	0.0889539	0.139343	0.0217972	-0.128494	0.107641	0.136908	0.140566	0.128494	0.133281	0.00874848	-0.139343	-0.115618	-0.00437636	0.00437636	0.115618	0.098727	0.098727	-0.133281	-0.0784069	0.0303979	0.0784069	-0.0593604	0.139886	-0.0303979	0.0553638	-0.0553638	0.139886	0.12259	0.12259	-0.082003	-0.082003	-0.10477	0.10477	
0.0303979	0.0593604	0.0855198	-0.107641	-0.124679	-0.13583	-0.140566	-0.0303979	-0.0593604	0.0855198	-0.133281	0.120382	-0.139886	0.139886	0.133281	-0.138665	-0.120382	-0.101798	-0.107641	-0.101798	0.0513136	-0.0217972	0.0513136	0.0217972	0.00874848	-0.00874848	0.124679	-0.038881	0.115618	0.0955607	0.038881	-0.0709906	-0.13583	0.0671776	0.0430682	-0.140566	-0.0671776	-0.092302	0.138665	0.113068	-0.0131121	0.092302	0.0174631	-0.113068	0.128494	-0.0955607	0.115618	0.0709906	0.128494	-0.0472137	-0.136908	-0.0430682	0.110408	0.126648	-0.0889539	0.0131121	-0.140702	0.136908	0.0889539	0.0632996	-0.0346562	-0.110408	0.0632996	-0.0174631	-0.00437636	-0.10477	0.12259	-0.0346562	-0.082003	-0.0472137	0.13462	-0.00437636	0.12259	0.10477	0.13462	-0.0553638	-0.126648	-0.082003	-0.140294	-0.0747349	-0.0747349	-0.140294	0.139343	-0.139343	-0.0553638	0.131812	-0.098727	0.131812	-0.140702	-0.130216	-0.098727	-0.118057	-0.118057	0.130216	-0.0261102	0.0261102	0.137853	-0.137853	-0.0784069	-0.0784069	
-0.0346562	-0.0671776	-0.0955607	0.118057	0.133281	0.140294	0.138665	-0.0346562	-0.0671776	0.0955607	-0.0513136	0.082003	-0.0174631	-0.0174631	-0.0513136	0.128494	0.082003	-0.107641	-0.118057	0.107641	0.137853	0.140566	-0.137853	0.140566	-0.13462	-0.13462	0.133281	0.120382	-0.0855198	-0.0553638	0.120382	0.0217972	-0.140294	-0.098727	0.0131121	-0.138665	-0.098727	0.0709906	0.128494	-0.038881	-0.0472137	0.0709906	-0.0784069	-0.038881	-0.00437636	-0.0553638	0.0855198	0.0217972	0.00437636	0.10477	-0.092302	0.0131121	0.131812	0.115618	-0.139886	-0.0472137	0.0632996	-0.092302	-0.139886	-0.139343	0.130216	0.131812	0.139343	-0.0784069	0.113068	0.00874848	-0.0430682	-0.130216	-0.0261102	-0.10477	-0.0747349	-0.113068	0.0430682	0.00874848	0.0747349	-0.0593604	0.115618	0.0261102	-0.101798	-0.124679	0.124679	0.101798	0.12259	0.12259	0.0593604	-0.13583	0.136908	0.13583	-0.0632996	0.110408	-0.136908	0.140702	-0.140702	0.110408	-0.0889539	-0.0889539	-0.0303979	-0.0303979	0.126648	-0.126648	
0.038881	0.0747349	0.10477	-0.126648	-0.138665	-0.139886	-0.130216	-0.038881	-0.0747349	0.10477	0.128494	-0.107641	0.139343	-0.139343	-0.128494	-0.110408	0.107641	0.0784069	-0.126648	0.0784069	-0.00437636	-0.0346562	-0.00437636	0.0346562	-0.0709906	0.0709906	0.138665	0.101798	0.0472137	0.00874848	-0.101798	0.0303979	-0.139886	-0.124679	-0.0671776	-0.130216	0.124679	0.137853	0.110408	-0.140294	0.098727	-0.137853	0.12259	0.140294	-0.131812	-0.00874848	0.0472137	-0.0303979	-0.131812	-0.136908	0.0513136	0.0671776	0.0261102	-0.0131121	-0.0632996	-0.098727	0.0855198	-0.0513136	0.0632996	0.0955607	-0.120382	-0.0261102	0.0955607	-0.12259	-0.13583	0.092302	-0.0593604	-0.120382	0.118057	-0.136908	-0.0217972	-0.13583	-0.0593604	-0.092302	-0.0217972	0.13462	0.0131121	0.118057	-0.0174631	-0.140566	-0.140566	-0.0174631	0.0553638	-0.0553638	0.13462	0.0889539	-0.133281	0.0889539	0.0855198	-0.082003	-0.133281	-0.115618	-0.115618	0.082003	0.140702	-0.140702	-0.113068	0.113068	0.0430682	0.0430682	
-0.0430682	-0.082003	-0.113068	0.133281	0.140702	0.13462	0.115618	-0.0430682	-0.082003	0.113068	0.0632996	-0.098727	0.0217972	0.0217972	0.0632996	0.0855198	-0.098727	0.124679	-0.133281	-0.124679	-0.139343	-0.126648	0.139343	-0.126648	0.101798	0.101798	0.140702	-0.0671776	-0.00437636	0.038881	-0.0671776	-0.0784069	-0.13462	0.0261102	0.110408	-0.115618	0.0261102	0.0174631	0.0855198	-0.0593604	-0.131812	0.0174631	-0.140566	-0.0593604	-0.0955607	0.038881	0.00437636	-0.0784069	0.0955607	0.13583	0.139886	0.110408	-0.10477	-0.128494	0.0709906	-0.131812	-0.137853	0.139886	0.0709906	0.0303979	0.0131121	-0.10477	-0.0303979	-0.140566	0.0553638	-0.140294	0.130216	-0.0131121	-0.136908	-0.13583	0.107641	-0.0553638	-0.130216	-0.140294	-0.107641	-0.120382	-0.128494	0.136908	0.0747349	-0.118057	0.118057	-0.0747349	-0.0346562	-0.0346562	0.120382	-0.00874848	0.0889539	0.00874848	0.137853	0.0472137	-0.0889539	0.0513136	-0.0513136	0.0472137	-0.092302	-0.092302	0.12259	0.12259	-0.138665	0.138665	
