0.0607601	0	0.56201
0.12276	0	1.03145
0.18476	0	1.43836
0.24676	0	1.80099
0.308761	0	2.13008
0.370762	0	2.4322
0.432762	0	2.71158
0.494763	0	2.97115
0.556764	0	3.21306
0.618765	0	3.43898
0.680765	0	3.65028
0.742766	0	3.84809
0.804767	0	4.03341
0.866768	0	4.20712
0.928768	0	4.37
0.990769	0	4.52276
1.05277	0	4.66605
1.11477	0	4.80046
1.17677	0	4.92655
1.23877	0	-4.9552
1.30077	0	-4.8443
1.36277	0	-4.74034
1.42477	0	-4.6429
1.48678	0	-4.55162
1.54878	0	-4.46613
1.61078	0	-4.3861
1.67278	0	-4.31122
1.73478	0	-4.24117
1.79678	0	-4.17568
1.85878	0	-4.11447
1.92078	0	-4.05729
1.98278	0	-4.00388
2.04478	0	-3.95403
2.10678	0	-3.9075
2.16878	0	-3.86409
2.23078	0	-3.8236
2.29278	0	-3.78585
2.35479	0	-3.75066
2.41679	0	-3.71786
2.47879	0	-3.68729
2.54079	0	-3.65882
2.60279	0	-3.6323
2.66479	0	-3.6076
2.72679	0	-3.58461
2.78879	0	-3.56319
2.85079	0	-3.54326
2.91279	0	-3.52471
2.97479	0	-3.50744
3.03679	0	-3.49137
3.09879	0	-3.47642
3.1608	0	-3.4625
3.2228	0	-3.44955
3.2848	0	-3.4375
3.3468	0	-3.42629
3.4088	0	-3.41586
3.4708	0	-3.40616
3.5328	0	-3.39714
3.5948	0	-3.38874
3.6568	0	-3.38093
3.7188	0	-3.37366
3.7808	0	-3.3669
3.8428	0	-3.36061
3.9048	0	-3.35476
3.96681	0	-3.34932
4.0288	0	-3.34426
4.09079	0	-3.33955
4.15278	0	-3.33517
4.21477	0	-3.3311
4.27676	0	-3.32731
4.33874	0	-3.32379
4.40073	0	-3.32051
4.46272	0	-3.31746
4.52471	0	-3.31462
4.5867	0	-3.31198
4.64869	0	-3.30952
4.71068	0	-3.30724
4.77267	0	-3.30511
4.83466	0	-3.30313
4.89664	0	-3.30129
4.95863	0	-3.29958
5.02062	0	-3.29799
5.08261	0	-3.29651
5.1446	0	-3.29513
5.20659	0	-3.29384
5.26858	0	-3.29265
5.33057	0	-3.29154
5.39255	0	-3.29051
5.45454	0	-3.28955
5.51653	0	-3.28865
5.57852	0	-3.28782
5.64051	0	-3.28704
5.7025	0	-3.28632
5.76449	0	-3.28565
5.82648	0	-3.28503
5.88847	0	-3.28445
5.95045	0	-3.28391
6.01244	0	-3.28341
6.07443	0	-3.28294
6.13642	0	-3.2825
6.19841	0	-3.2821
